Bronze,Silver,Gold,ID,Sex,Age,Height,Weight,Year,Medal,BMI,Host,Population,GDP_Per_Capita,Event,Name,Team,Sport
0.2,0.0,0.8,134428,0,27.0,164.0,55.0,2016,2,20.449137418203453,0,1378665000.0,8117.267465431786,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Zhang Binbin,China,Shooting
0.4,0.6,0.0,67693,0,33.0,162.0,72.0,2016,1,27.43484224965706,0,127540423.0,8450.494010348126,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Barbara Lechner-Engleder,Germany,Shooting
0.4,0.6,0.0,67693,0,33.0,162.0,72.0,2016,1,27.43484224965706,0,127540423.0,8450.494010348126,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Barbara Lechner-Engleder,Germany,Shooting
0.2,0.0,0.8,102440,0,28.0,181.0,95.0,2016,2,28.997893837184456,0,4692700.0,40331.95910482274,Shooting Women's Trap,Natalie Rooney,New Zealand,Shooting
0.2,0.8,0.0,111661,0,26.0,172.0,80.0,2016,1,27.041644131963228,0,24127159.0,49896.68110092457,Shooting Women's Trap,Catherine Skinner,Australia,Shooting
0.2,0.0,0.8,102440,0,28.0,181.0,95.0,2016,2,28.997893837184456,0,4692700.0,40331.95910482274,Shooting Women's Trap,Natalie Rooney,New Zealand,Shooting
0.3,0.1,0.6,53283,1,25.0,185.0,77.0,2016,2,22.4981738495252,0,323127513.0,57588.538070583025,"Swimming Men's 1,500 metres Freestyle",Connor Jaeger,United States,Swimming
0.1,0.8,0.1,90906,1,21.0,191.0,72.0,2016,1,19.736301088237717,0,60600590.0,30668.981428999723,"Swimming Men's 1,500 metres Freestyle",Gregorio Paltrinieri,Italy,Swimming
1.0,0.0,0.0,27897,1,21.0,184.0,79.0,2016,0,23.334120982986768,0,60600590.0,30668.981428999723,"Swimming Men's 1,500 metres Freestyle",Gabriele Detti,Italy,Swimming
0.3,0.3,0.4,129236,1,24.0,189.0,86.0,2016,1,24.075473810923548,0,4591910.0,57570.26916019426,Swimming Men's 10 kilometres Open Water,Ferry Weertman,Netherlands,Swimming
0.3,0.3,0.4,129236,1,24.0,189.0,86.0,2016,1,24.075473810923548,0,4591910.0,57570.26916019426,Swimming Men's 10 kilometres Open Water,Ferry Weertman,Netherlands,Swimming
0.9,0.1,0.0,88788,1,20.0,183.0,64.0,2016,0,19.1107527844964,0,66896109.0,36870.21913445626,Swimming Men's 10 kilometres Open Water,Marc-Antoine Olivier,France,Swimming
0.3,0.0,0.7,128145,1,26.0,184.0,84.0,2016,2,24.8109640831758,0,65637239.0,40412.03361998853,Swimming Men's 100 metres Backstroke,"Christopher James ""Chris"" Walker-Hebborn",Great Britain,Swimming
0.0,1.0,0.0,83545,1,21.0,191.0,91.0,2016,1,24.94449165318933,0,323127513.0,57588.538070583025,Swimming Men's 100 metres Backstroke,Ryan Murphy,United States,Swimming
0.7,0.27999999999999997,0.02,95532,1,30.0,191.0,95.0,2016,0,26.040952824758094,0,323127513.0,57588.538070583025,Swimming Men's 100 metres Backstroke,David Edward Plummer,United States,Swimming
0.0,0.6,0.4,92529,1,21.0,191.0,86.0,2016,1,23.573915188728375,0,65637239.0,40412.03361998853,Swimming Men's 100 metres Breaststroke,Adam George Peaty,Great Britain,Swimming
0.05,0.75,0.2,23040,1,22.0,196.0,88.0,2016,1,22.907122032486463,0,323127513.0,57588.538070583025,Swimming Men's 100 metres Breaststroke,Kevin Cordes,United States,Swimming
0.8,0.1,0.1,79881,1,24.0,180.0,80.0,2016,0,24.69135802469136,0,323127513.0,57588.538070583025,Swimming Men's 100 metres Breaststroke,Cody Miller,United States,Swimming
0.1,0.4,0.5,107436,1,21.0,184.0,74.0,2016,1,21.85727788279773,0,5607283.0,55243.13287571767,Swimming Men's 100 metres Butterfly,Joseph Isaac Schooling,Singapore,Swimming
0.3,0.6,0.1,109727,1,25.0,193.0,86.0,2016,1,23.087868130688072,0,323127513.0,57588.538070583025,Swimming Men's 100 metres Butterfly,"Thomas Allen ""Tom"" Shields",United States,Swimming
0.6666666666666666,0.03333333333333333,0.3,82020,1,22.0,184.0,82.0,2016,0,24.22022684310019,0,24127159.0,49896.68110092457,Swimming Men's 100 metres Butterfly,David Morgan,Australia,Swimming
0.0,0.0,1.0,120388,1,28.0,200.0,89.0,2016,2,22.25,0,11348159.0,41260.977551146825,Swimming Men's 100 metres Freestyle,Pieter Timmers,Belgium,Swimming
0.0,0.9,0.1,29989,1,19.0,191.0,86.0,2016,1,23.573915188728375,0,323127513.0,57588.538070583025,Swimming Men's 100 metres Freestyle,Caeleb Remel Dressel,United States,Swimming
0.9,0.0,0.1,101298,1,25.0,194.0,90.0,2016,0,23.91327452439154,0,24127159.0,49896.68110092457,Swimming Men's 100 metres Freestyle,James Roberts,Australia,Swimming
0.1,0.05,0.85,132065,1,20.0,187.0,78.0,2016,2,22.305470559638533,0,1378665000.0,8117.267465431786,Swimming Men's 200 metres Backstroke,Xu Jiayu,China,Swimming
0.1,0.05,0.85,132065,1,20.0,187.0,78.0,2016,2,22.305470559638533,0,1378665000.0,8117.267465431786,Swimming Men's 200 metres Backstroke,Xu Jiayu,China,Swimming
1.0,0.0,0.0,66726,1,23.0,187.0,72.0,2016,2,20.58966513197403,0,24127159.0,49896.68110092457,Swimming Men's 200 metres Backstroke,"Mitchell James ""Mitch"" Larkin",Australia,Swimming
0.7,0.1,0.2,21439,1,19.0,188.0,71.0,2016,0,20.088275237664103,0,144342396.0,8759.03611775209,Swimming Men's 200 metres Breaststroke,Anton Mikhaylovich Chupkov,Russia,Swimming
0.6,0.2,0.2,96858,1,23.0,180.0,76.0,2016,2,23.456790123456788,0,323127513.0,57588.538070583025,Swimming Men's 200 metres Breaststroke,Josh Prenot,United States,Swimming
0.7,0.1,0.2,21439,1,19.0,188.0,71.0,2016,0,20.088275237664103,0,144342396.0,8759.03611775209,Swimming Men's 200 metres Breaststroke,Anton Mikhaylovich Chupkov,Russia,Swimming
0.2,0.1,0.7,104486,1,21.0,181.0,77.0,2016,2,23.503556057507403,0,126994511.0,38972.340639146816,Swimming Men's 200 metres Butterfly,Masato Sakai,Japan,Swimming
0.2,0.1,0.7,104486,1,21.0,181.0,77.0,2016,2,23.503556057507403,0,126994511.0,38972.340639146816,Swimming Men's 200 metres Butterfly,Masato Sakai,Japan,Swimming
0.8,0.0,0.2,58684,1,19.0,186.0,74.0,2016,0,21.389756041160823,0,9817958.0,12820.088196305347,Swimming Men's 200 metres Butterfly,Tams Kenderesi,Hungary,Swimming
0.0,0.1,0.9,44231,1,20.0,187.0,83.0,2016,2,23.735308416025617,0,65637239.0,40412.03361998853,Swimming Men's 200 metres Freestyle,James George Guy,Great Britain,Swimming
0.1,0.85,0.05,44479,1,19.0,196.0,84.0,2016,1,21.86588921282799,0,323127513.0,57588.538070583025,Swimming Men's 200 metres Freestyle,Francis Townley Haas,United States,Swimming
0.1,0.85,0.05,44479,1,19.0,196.0,84.0,2016,1,21.86588921282799,0,323127513.0,57588.538070583025,Swimming Men's 200 metres Freestyle,Francis Townley Haas,United States,Swimming
0.8,0.2,0.0,128565,1,22.0,191.0,74.0,2016,0,20.28453167402209,0,1378665000.0,8117.267465431786,Swimming Men's 200 metres Individual Medley,Wang Shun,China,Swimming
0.8,0.2,0.0,128565,1,22.0,191.0,74.0,2016,0,20.28453167402209,0,1378665000.0,8117.267465431786,Swimming Men's 200 metres Individual Medley,Wang Shun,China,Swimming
0.8,0.2,0.0,128565,1,22.0,191.0,74.0,2016,0,20.28453167402209,0,1378665000.0,8117.267465431786,Swimming Men's 200 metres Individual Medley,Wang Shun,China,Swimming
0.0,0.2,0.8,79112,1,24.0,190.0,90.0,2016,2,24.930747922437675,0,66896109.0,36870.21913445626,Swimming Men's 4 x 100 metres Freestyle Relay,Mehdy Metella,France,Swimming
0.0,1.0,0.0,94713,1,20.0,188.0,86.0,2016,1,24.332277048438208,0,323127513.0,57588.538070583025,Swimming Men's 4 x 100 metres Freestyle Relay,Blake Pieroni,United States,Swimming
0.8,0.025,0.175,77505,1,22.0,185.0,70.0,2016,0,20.45288531775018,0,24127159.0,49896.68110092457,Swimming Men's 4 x 100 metres Freestyle Relay,Cameron McEvoy,Australia,Swimming
0.0,0.1,0.9,128156,1,23.0,188.0,80.0,2016,2,22.634676324128566,0,65637239.0,40412.03361998853,Swimming Men's 4 x 200 metres Freestyle Relay,"Daniel ""Dan"" Wallace",Great Britain,Swimming
0.1,0.85,0.05,10257,1,20.0,196.0,84.0,2016,1,21.86588921282799,0,323127513.0,57588.538070583025,Swimming Men's 4 x 200 metres Freestyle Relay,"Joseph ""Gunnar"" Bentz",United States,Swimming
0.75,0.05,0.2,61715,1,22.0,183.0,77.0,2016,0,22.99262444384723,0,126994511.0,38972.340639146816,Swimming Men's 4 x 200 metres Freestyle Relay,Yuki Kobori,Japan,Swimming
0.2,0.1,0.7,40104,1,36.0,185.0,78.0,2016,2,22.79035792549306,0,50199700.0,804.4926233461783,Swimming Men's 400 metres Freestyle,"Spyridon ""Spyros"" Gianniotis",Greece,Swimming
0.0,0.3,0.7,80002,1,22.0,185.0,76.0,2016,2,22.205989773557334,0,65637239.0,40412.03361998853,Swimming Men's 400 metres Freestyle,Stephen Milne,Great Britain,Swimming
0.9,0.0,0.1,31634,1,23.0,172.0,59.0,2016,0,19.94321254732288,0,126994511.0,38972.340639146816,Swimming Men's 400 metres Freestyle,Naito Ehara,Japan,Swimming
0.05,0.35,0.6,56887,1,22.0,193.0,86.0,2016,2,23.087868130688072,0,323127513.0,57588.538070583025,Swimming Men's 400 metres Individual Medley,Chase Tyler Kalisz,United States,Swimming
0.05,0.35,0.6,56887,1,22.0,193.0,86.0,2016,2,23.087868130688072,0,323127513.0,57588.538070583025,Swimming Men's 400 metres Individual Medley,Chase Tyler Kalisz,United States,Swimming
0.05,0.35,0.6,56887,1,22.0,193.0,86.0,2016,2,23.087868130688072,0,323127513.0,57588.538070583025,Swimming Men's 400 metres Individual Medley,Chase Tyler Kalisz,United States,Swimming
0.7,0.0,0.3,465,1,30.0,197.0,92.0,2016,0,23.70584142853462,0,24127159.0,49896.68110092457,Swimming Men's 50 metres Freestyle,"Matthew ""Matt"" Abood",Australia,Swimming
0.7,0.0,0.3,465,1,30.0,197.0,92.0,2016,0,23.70584142853462,0,24127159.0,49896.68110092457,Swimming Men's 50 metres Freestyle,"Matthew ""Matt"" Abood",Australia,Swimming
0.7,0.0,0.3,465,1,30.0,197.0,92.0,2016,0,23.70584142853462,0,24127159.0,49896.68110092457,Swimming Men's 50 metres Freestyle,"Matthew ""Matt"" Abood",Australia,Swimming
0.4,0.0,0.6,15788,0,25.0,170.0,59.0,2016,2,20.41522491349481,0,60600590.0,30668.981428999723,Swimming Women's 10 kilometres Open Water,Rachele Bruni,Italy,Swimming
0.5666666666666667,0.2333333333333333,0.2,88461,0,33.0,165.0,52.0,2016,0,19.10009182736456,1,207652865.0,8639.365743445373,Swimming Women's 10 kilometres Open Water,Poliana Okimoto-Cintra,Brazil,Swimming
0.5666666666666667,0.2333333333333333,0.2,88461,0,33.0,165.0,52.0,2016,0,19.10009182736456,1,207652865.0,8639.365743445373,Swimming Women's 10 kilometres Open Water,Poliana Okimoto-Cintra,Brazil,Swimming
0.2,0.2,0.6,37402,0,20.0,179.0,63.0,2016,0,19.66230766829999,0,1378665000.0,8117.267465431786,Swimming Women's 100 metres Backstroke,Fu Yuanhui,China,Swimming
0.0,1.0,0.0,124886,0,22.0,173.0,65.0,2016,1,21.71806608974573,0,9818227.0,7281.817735364298,Swimming Women's 100 metres Backstroke,Sharon van Rouwendaal,Netherlands,Swimming
0.825,0.025,0.15,76218,0,20.0,173.0,61.0,2016,0,20.381569714992143,0,36286425.0,42348.94546059788,Swimming Women's 100 metres Backstroke,Kylie Jacqueline Masse,Canada,Swimming
0.0,0.025,0.975,77721,0,21.0,178.0,65.0,2016,2,20.515086478979924,0,24127159.0,49896.68110092457,Swimming Women's 100 metres Breaststroke,Taylor McKeown,Australia,Swimming
0.0,0.925,0.075,60494,0,19.0,175.0,70.0,2016,1,22.857142857142858,0,323127513.0,57588.538070583025,Swimming Women's 100 metres Breaststroke,Lilly King,United States,Swimming
0.6,0.0,0.4,92669,0,27.0,174.0,61.0,2016,0,20.147971991015982,0,4286401.0,30523.985055897447,Swimming Women's 100 metres Breaststroke,Rikke Mller Pedersen,Denmark,Swimming
0.0,0.025,0.975,43241,0,21.0,179.0,66.0,2016,2,20.598608033457133,0,24127159.0,49896.68110092457,Swimming Women's 100 metres Butterfly,Madeline Groves,Australia,Swimming
0.1,0.7,0.2,131614,0,22.0,180.0,75.0,2016,1,23.148148148148145,0,323127513.0,57588.538070583025,Swimming Women's 100 metres Butterfly,Kelsi Worrell,United States,Swimming
0.5,0.2,0.3,106188,0,23.0,167.0,54.0,2016,0,19.362472659471475,0,36286425.0,42348.94546059788,Swimming Women's 100 metres Butterfly,Katerine Savard,Canada,Swimming
0.3866666666666667,0.335,0.2783333333333333,88651,0,16.0,185.0,68.0,2016,1,19.86851716581446,0,36286425.0,42348.94546059788,Swimming Women's 100 metres Freestyle,"Penelope ""Penny"" Oleksiak",Canada,Swimming
0.3866666666666667,0.335,0.2783333333333333,88651,0,16.0,185.0,68.0,2016,1,19.86851716581446,0,36286425.0,42348.94546059788,Swimming Women's 100 metres Freestyle,"Penelope ""Penny"" Oleksiak",Canada,Swimming
0.3866666666666667,0.335,0.2783333333333333,88651,0,16.0,185.0,68.0,2016,1,19.86851716581446,0,36286425.0,42348.94546059788,Swimming Women's 100 metres Freestyle,"Penelope ""Penny"" Oleksiak",Canada,Swimming
0.7,0.0,0.3,17415,0,25.0,173.0,61.0,2016,0,20.381569714992143,0,36286425.0,42348.94546059788,Swimming Women's 200 metres Backstroke,Hilary Caldwell,Canada,Swimming
0.7,0.0,0.3,17415,0,25.0,173.0,61.0,2016,0,20.381569714992143,0,36286425.0,42348.94546059788,Swimming Women's 200 metres Backstroke,Hilary Caldwell,Canada,Swimming
0.7,0.0,0.3,17415,0,25.0,173.0,61.0,2016,0,20.381569714992143,0,36286425.0,42348.94546059788,Swimming Women's 200 metres Backstroke,Hilary Caldwell,Canada,Swimming
0.3,0.7,0.0,57212,0,27.0,175.0,64.0,2016,1,20.897959183673468,0,126994511.0,38972.340639146816,Swimming Women's 200 metres Breaststroke,Rie Kaneto,Japan,Swimming
0.3,0.7,0.0,57212,0,27.0,175.0,64.0,2016,1,20.897959183673468,0,126994511.0,38972.340639146816,Swimming Women's 200 metres Breaststroke,Rie Kaneto,Japan,Swimming
0.3,0.7,0.0,57212,0,27.0,175.0,64.0,2016,1,20.897959183673468,0,126994511.0,38972.340639146816,Swimming Women's 200 metres Breaststroke,Rie Kaneto,Japan,Swimming
0.0,0.10833333333333332,0.8916666666666666,77716,0,22.0,180.0,60.0,2016,0,18.51851851851852,0,24127159.0,49896.68110092457,Swimming Women's 200 metres Freestyle,Emma McKeon,Australia,Swimming
0.0,0.735,0.265,50170,0,27.0,175.0,65.0,2016,1,21.22448979591837,0,9817958.0,12820.088196305347,Swimming Women's 200 metres Freestyle,Katinka Hossz,Hungary,Swimming
0.0,0.735,0.265,50170,0,27.0,175.0,65.0,2016,1,21.22448979591837,0,9817958.0,12820.088196305347,Swimming Women's 200 metres Freestyle,Katinka Hossz,Hungary,Swimming
0.0,0.675,0.325,130864,0,22.0,179.0,61.0,2016,1,19.03810742486189,0,24127159.0,49896.68110092457,Swimming Women's 4 x 100 metres Freestyle Relay,"Madison ""Madi"" Wilson",Australia,Swimming
0.0,0.675,0.325,130864,0,22.0,179.0,61.0,2016,1,19.03810742486189,0,24127159.0,49896.68110092457,Swimming Women's 4 x 100 metres Freestyle Relay,"Madison ""Madi"" Wilson",Australia,Swimming
0.9,0.0,0.1,73683,0,24.0,173.0,65.0,2016,0,21.71806608974573,0,36286425.0,42348.94546059788,Swimming Women's 4 x 100 metres Freestyle Relay,Sandrine Mainville,Canada,Swimming
0.1,0.2,0.7,84971,0,21.0,173.0,66.0,2016,2,22.052190183434128,0,24127159.0,49896.68110092457,Swimming Women's 4 x 200 metres Freestyle Relay,Leah Neale,Australia,Swimming
0.0,1.0,0.0,74950,0,24.0,173.0,65.0,2016,1,21.71806608974573,0,323127513.0,57588.538070583025,Swimming Women's 4 x 200 metres Freestyle Relay,Melanie Margalis,United States,Swimming
0.9,0.1,0.0,41957,0,19.0,173.0,74.0,2016,0,24.72518293294129,0,36286425.0,42348.94546059788,Swimming Women's 4 x 200 metres Freestyle Relay,Kennedy Goss,Canada,Swimming
0.1,0.0,0.9,18278,0,25.0,175.0,57.0,2016,2,18.612244897959183,0,65637239.0,40412.03361998853,Swimming Women's 400 metres Freestyle,"Jazmin Roxy ""Jazz"" Carlin",Great Britain,Swimming
0.37666666666666665,0.49833333333333324,0.125,112334,0,21.0,178.0,67.0,2016,0,21.146319909102385,0,323127513.0,57588.538070583025,Swimming Women's 400 metres Freestyle,Leah Smith,United States,Swimming
1.0,0.0,0.0,73094,0,22.0,172.0,70.0,2016,0,23.661438615467823,0,36286425.0,42348.94546059788,Swimming Women's 400 metres Freestyle,Brittany MacLean,Canada,Swimming
0.0,0.43500000000000005,0.5650000000000001,74639,0,20.0,178.0,73.0,2016,2,23.04002019946976,0,323127513.0,57588.538070583025,Swimming Women's 50 metres Freestyle,Simone Ashley Manuel,United States,Swimming
0.1,0.8,0.1,17684,0,22.0,179.0,58.0,2016,1,18.101807059704758,0,24127159.0,49896.68110092457,Swimming Women's 50 metres Freestyle,Bronte Campbell,Australia,Swimming
0.9,0.1,0.0,124731,0,22.0,180.0,77.0,2016,0,23.76543209876543,0,36286425.0,42348.94546059788,Swimming Women's 50 metres Freestyle,Chantal Jean Van Landeghem,Canada,Swimming
0.0,0.1,0.9,5577,0,23.0,173.0,64.0,2016,2,21.38394199605733,0,24127159.0,49896.68110092457,Swimming Women's 800 metres Freestyle,Jessica Ashwood,Australia,Swimming
0.0,0.1,0.9,5577,0,23.0,173.0,64.0,2016,2,21.38394199605733,0,24127159.0,49896.68110092457,Swimming Women's 800 metres Freestyle,Jessica Ashwood,Australia,Swimming
0.0,0.1,0.9,5577,0,23.0,173.0,64.0,2016,2,21.38394199605733,0,24127159.0,49896.68110092457,Swimming Women's 800 metres Freestyle,Jessica Ashwood,Australia,Swimming
0.9,0.0,0.1,52233,0,25.0,169.0,55.0,2016,0,19.257028815517668,0,126994511.0,38972.340639146816,Synchronized Swimming Women's Duet,Yukiko Inui,Japan,Synchronized Swimming
0.9,0.0,0.1,52233,0,25.0,169.0,55.0,2016,0,19.257028815517668,0,126994511.0,38972.340639146816,Synchronized Swimming Women's Duet,Yukiko Inui,Japan,Synchronized Swimming
0.9,0.0,0.1,52233,0,25.0,169.0,55.0,2016,0,19.257028815517668,0,126994511.0,38972.340639146816,Synchronized Swimming Women's Duet,Yukiko Inui,Japan,Synchronized Swimming
0.0,0.0,1.0,118426,0,22.0,169.0,59.0,2016,2,20.65754000210077,0,1378665000.0,8117.267465431786,Synchronized Swimming Women's Team,Tang Mengni,China,Synchronized Swimming
0.0,1.0,0.0,20707,0,21.0,162.0,46.0,2016,1,17.527815881725342,0,144342396.0,8759.03611775209,Synchronized Swimming Women's Team,Vlada Aleksandrovna Chigiryova,Russia,Synchronized Swimming
1.0,0.0,0.0,44914,0,25.0,176.0,65.0,2016,0,20.983987603305785,0,126994511.0,38972.340639146816,Synchronized Swimming Women's Team,Aika Hakoyama,Japan,Synchronized Swimming
0.9,0.1,0.0,80655,1,27.0,172.0,63.0,2016,0,21.29529475392104,0,126994511.0,38972.340639146816,Table Tennis Men's Singles,Jun Mizutani,Japan,Table Tennis
0.9,0.1,0.0,80655,1,27.0,172.0,63.0,2016,0,21.29529475392104,0,126994511.0,38972.340639146816,Table Tennis Men's Singles,Jun Mizutani,Japan,Table Tennis
0.9,0.1,0.0,80655,1,27.0,172.0,63.0,2016,0,21.29529475392104,0,126994511.0,38972.340639146816,Table Tennis Men's Singles,Jun Mizutani,Japan,Table Tennis
0.2,0.0,0.8,133151,1,23.0,177.0,61.0,2016,2,19.4707778735357,0,126994511.0,38972.340639146816,Table Tennis Men's Team,Maharu Yoshimura,Japan,Table Tennis
0.1,0.8,0.1,132090,1,26.0,180.0,67.0,2016,1,20.679012345679013,0,1378665000.0,8117.267465431786,Table Tennis Men's Team,Xu Xin,China,Table Tennis
0.2,0.0,0.8,133151,1,23.0,177.0,61.0,2016,2,19.4707778735357,0,126994511.0,38972.340639146816,Table Tennis Men's Team,Maharu Yoshimura,Japan,Table Tennis
0.0,0.1,0.9,45496,0,33.0,170.0,60.0,2016,2,20.761245674740486,0,50199853.0,24358.782175822605,Table Tennis Women's Singles,Ying Han,Germany,Table Tennis
0.0,0.1,0.9,45496,0,33.0,170.0,60.0,2016,2,20.761245674740486,0,50199853.0,24358.782175822605,Table Tennis Women's Singles,Ying Han,Germany,Table Tennis
0.8,0.0,0.2,60258,0,21.0,161.0,55.0,2016,0,21.218317194552675,0,25368620.0,13137.9080701614,Table Tennis Women's Singles,Kim Song-I,North Korea,Table Tennis
0.1,0.1,0.8,109209,0,33.0,165.0,54.0,2016,2,19.83471074380165,0,1217550000.0,709.4137550850386,Table Tennis Women's Team,Xiaona Shan,Germany,Table Tennis
0.0,0.82,0.18,70636,0,25.0,160.0,54.0,2016,1,21.09375,0,1378665000.0,8117.267465431786,Table Tennis Women's Team,Liu Shiwen,China,Table Tennis
0.475,0.225,0.3,52685,0,15.0,150.0,45.0,2016,0,20.0,0,126994511.0,38972.340639146816,Table Tennis Women's Team,Mima Ito,Japan,Table Tennis
0.1,0.8,0.1,608,1,20.0,178.0,68.0,2016,1,21.461936624163616,0,9455802.0,4087.937516720303,Taekwondo Men's Featherweight,Ahmad Abughaush,Jordan,Taekwondo
0.1,0.8,0.1,608,1,20.0,178.0,68.0,2016,1,21.461936624163616,0,9455802.0,4087.937516720303,Taekwondo Men's Featherweight,Ahmad Abughaush,Jordan,Taekwondo
0.1,0.8,0.1,608,1,20.0,178.0,68.0,2016,1,21.461936624163616,0,9455802.0,4087.937516720303,Taekwondo Men's Featherweight,Ahmad Abughaush,Jordan,Taekwondo
0.2,0.0,0.8,45656,1,18.0,176.0,58.0,2016,2,18.72417355371901,0,68863514.0,5979.293546255484,Taekwondo Men's Flyweight,Tawin Hanprab,Thailand,Taekwondo
0.3,0.6,0.1,134663,1,20.0,188.0,63.0,2016,1,17.824807605251245,0,1378665000.0,8117.267465431786,Taekwondo Men's Flyweight,Zhao Shuai,China,Taekwondo
0.7,0.2,0.1,60284,1,21.0,182.0,59.0,2016,0,17.81185847119913,0,51245707.0,27608.247428711602,Taekwondo Men's Flyweight,Kim Tae-Hun,South Korea,Taekwondo
0.0,0.0,1.0,2610,1,21.0,207.0,90.0,2016,2,21.00399075824407,0,88828310.0,4088.3092138769043,Taekwondo Men's Heavyweight,Abdoul Razak Issoufou Alfaga,Niger,Taekwondo
0.4,0.6,0.0,111358,1,23.0,190.0,90.0,2016,0,24.930747922437675,1,207652865.0,8639.365743445373,Taekwondo Men's Heavyweight,Maicon de Andrade Siqueira,Brazil,Taekwondo
0.4,0.5,0.1,52448,1,26.0,200.0,93.0,2016,1,23.25,0,9762274.0,3880.7387308955604,Taekwondo Men's Heavyweight,Radik sayev,Azerbaijan,Taekwondo
0.1,0.7,0.2,21695,1,22.0,186.0,80.0,2016,1,23.12406058503873,0,23695919.0,1493.5060606401069,Taekwondo Men's Welterweight,Cheick Sallah Ciss Junior,Cote d'Ivoire,Taekwondo
0.1,0.7,0.2,21695,1,22.0,186.0,80.0,2016,1,23.12406058503873,0,23695919.0,1493.5060606401069,Taekwondo Men's Welterweight,Cheick Sallah Ciss Junior,Cote d'Ivoire,Taekwondo
1.0,0.0,0.0,9444,1,25.0,197.0,80.0,2016,0,20.61377515524749,0,9762274.0,3880.7387308955604,Taekwondo Men's Welterweight,Milad Beigi Hareqani,Azerbaijan,Taekwondo
0.1,0.0,0.9,17525,0,25.0,176.0,57.0,2016,2,18.401342975206614,0,46443959.0,26616.75779655097,Taekwondo Women's Featherweight,Eva Calvo Gmez,Spain,Taekwondo
0.5,0.2,0.3,2769,0,18.0,185.0,57.0,2016,0,16.654492330168004,0,1337090.0,18094.548052783066,Taekwondo Women's Featherweight,Kimia Alizadeh Zenoorin,Iran,Taekwondo
0.6,0.2,0.2,73952,0,23.0,174.0,57.0,2016,0,18.826793499801823,0,95688681.0,3479.2812462117427,Taekwondo Women's Featherweight,Hedaya Ahmad Malak Wahba,Egypt,Taekwondo
0.1,0.0,0.9,12740,0,18.0,172.0,52.0,2016,2,17.577068685776098,0,7057412.0,5426.198278872465,Taekwondo Women's Flyweight,Tijana Bogdanovi,Serbia,Taekwondo
0.0,0.775,0.225,60247,0,22.0,164.0,50.0,2016,1,18.590124925639504,0,51245707.0,27608.247428711602,Taekwondo Women's Flyweight,Kim So-Hui,South Korea,Taekwondo
0.9,0.0,0.1,131451,0,18.0,173.0,49.0,2016,0,16.372080590731397,0,68863514.0,5979.293546255484,Taekwondo Women's Flyweight,Panipak Wongpattanakit,Thailand,Taekwondo
0.7,0.1,0.2,38162,0,20.0,178.0,80.0,2016,0,25.24933720489837,0,323127513.0,57588.538070583025,Taekwondo Women's Heavyweight,"Jacqueline ""Jackie"" Galloway",United States,Taekwondo
0.1,0.9,0.0,134740,0,22.0,188.0,75.0,2016,1,21.22000905387053,0,1378665000.0,8117.267465431786,Taekwondo Women's Heavyweight,Zheng Shuyin,China,Taekwondo
0.7,0.1,0.2,38162,0,20.0,178.0,80.0,2016,0,25.24933720489837,0,323127513.0,57588.538070583025,Taekwondo Women's Heavyweight,"Jacqueline ""Jackie"" Galloway",United States,Taekwondo
0.2,0.2,0.6,85778,0,23.0,176.0,66.0,2016,2,21.306818181818183,0,66896109.0,36870.21913445626,Taekwondo Women's Welterweight,Haby Niar,France,Taekwondo
0.2,0.7,0.1,88237,0,28.0,182.0,69.0,2016,1,20.830817534114235,0,51245707.0,27608.247428711602,Taekwondo Women's Welterweight,Oh Hye-Ri,South Korea,Taekwondo
0.65,0.25,0.1,39246,0,22.0,176.0,65.0,2016,0,20.983987603305785,0,23695919.0,1493.5060606401069,Taekwondo Women's Welterweight,Ruth Marie Christelle Gbagbi,Cote d'Ivoire,Taekwondo
0.1,0.1,0.8,78875,1,31.0,180.0,76.0,2016,2,23.456790123456788,0,19705301.0,9567.097781913297,Tennis Men's Doubles,Florin Mergea,Romania,Tennis
0.3,0.4,0.3,71423,1,34.0,175.0,71.0,2016,1,23.18367346938776,0,46443959.0,26616.75779655097,Tennis Men's Doubles,Marc Lpez i Tarrs,Spain-2,Tennis
0.3,0.4,0.3,71423,1,34.0,175.0,71.0,2016,1,23.18367346938776,0,46443959.0,26616.75779655097,Tennis Men's Doubles,Marc Lpez i Tarrs,Spain-2,Tennis
0.4,0.0,0.6,86506,1,26.0,178.0,74.0,2016,0,23.355636914530997,0,126994511.0,38972.340639146816,Tennis Men's Singles,Kei Nishikori,Japan,Tennis
0.6,0.3,0.1,55463,1,26.0,188.0,86.0,2016,0,24.332277048438208,0,323127513.0,57588.538070583025,Tennis Men's Singles,Steve Johnson,United States,Tennis
0.6,0.3,0.1,55463,1,26.0,188.0,86.0,2016,0,24.332277048438208,0,323127513.0,57588.538070583025,Tennis Men's Singles,Steve Johnson,United States,Tennis
0.0,0.3,0.7,98552,1,32.0,193.0,84.0,2016,2,22.55094096485812,0,323127513.0,57588.538070583025,Tennis Mixed Doubles,Rajeev Ram,United States-1,Tennis
